x0000,y0000
547.8478478478,0.8927697779
548.5485485485,0.5517645027
549.2492492492,0.0486588121
549.9499499499,0.8269856235
550.6506506507,0.7406394226
551.3513513514,0.7636548989
552.0520520521,0.2653511289
552.7527527528,0.3653720376
553.4534534535,0.6185196424
554.1541541542,0.3365549201
554.8548548549,0.3653308446
555.5555555556,0.4835905539
556.2562562563,0.3111748821
556.956956957,0.2140340864
557.6576576577,0.458342986
558.3583583584,0.1815036994
559.0590590591,0.6001134506
559.7597597598,0.4380011506
560.4604604605,0.1049057665
561.1611611612,0.5854026958
561.8618618619,0.7090835325
562.5625625626,0.3541528269
563.2632632633,0.4763732867
563.963963964,0.5814877835
564.6646646647,0.9286972694
565.3653653654,0.1316479985
566.0660660661,0.9038863653
566.7667667668,0.2535988719
567.4674674675,0.5272715512
568.1681681682,0.9890388218
568.8688688689,0.9642938492
569.5695695696,0.4801460169
570.2702702703,0.4149067407
570.970970971,0.0428534764
571.6716716717,0.4875607433
572.3723723724,0.4814814579
573.0730730731,0.9791270499
573.7737737738,0.3639580417
574.4744744745,0.8262581712
575.1751751752,0.7224207170
575.8758758759,0.2895732832
576.5765765766,0.6662044166
577.2772772773,0.2321858663
577.977977978,0.2138809086
578.6786786787,0.6622589139
579.3793793794,0.5660779322
580.0800800801,0.1457969103
580.7807807808,0.0981084348
581.4814814815,0.4912683095
582.1821821822,0.5409685557
582.8828828829,0.1851113325
583.5835835836,0.8841727132
584.2842842843,0.9429946798
584.984984985,0.4044412618
585.6856856857,0.1608653568
586.3863863864,0.3314722167
587.0870870871,0.7150947767
587.7877877878,0.9423849409
588.4884884885,0.6018980758
589.1891891892,0.3678919868
589.8898898899,0.6031065565
590.5905905906,0.8048071905
591.2912912913,0.9889062955
591.991991992,0.4834412917
592.6926926927,0.0876822166
593.3933933934,0.8482999063
594.0940940941,0.947593355
594.7947947948,0.4412260701
595.4954954955,0.5065280991
596.1961961962,0.102969173
596.8968968969,0.2851224297
597.5975975976,0.1709840407
598.2982982983,0.6617597149
598.998998999,0.7928295991
599.6996996997,0.2512427397
600.4004004004,0.0805447454
601.1011011011,0.5657432577
601.8018018018,0.2991924816
602.5025025025,0.2763438401
603.2032032032,0.2388055881
603.9039039039,0.8389133031
604.6046046046,0.3176505081
605.3053053053,0.7977864818
606.0060060060,0.9381798090
606.7067067067,0.0209930367
607.4074074074,0.2390974744
608.1081081081,0.2767773406
608.8088088088,0.9664443574
609.5095095095,0.0159097480
610.2102102102,0.9843514221
610.9109109109,0.8718851571
611.6116116116,0.3561645503
612.3123123123,0.8382797525
613.0130130130,0.3262430749
613.7137137137,0.9077518571
614.4144144144,0.4153424507
615.1151151151,0.8291286032
615.8158158158,0.9820328193
616.5165165165,0.3695918954
617.2172172172,0.9335191216
617.9179179179,0.5049594745
618.6186186186,0.9581162953
619.3193193193,0.5262897836
620.0200200200,0.9823754512
620.7207207207,0.7522572666
621.4214214214,0.5747986050
622.1221221221,0.9094913343
622.8228228228,0.5731790571
623.5235235235,0.2502469816
624.2242242242,0.241657472
624.9249249249,0.2769082202
625.6256256256,0.2851368260
626.3263263263,0.5847222634
627.0270270270,0.6437350789
627.7277277277,0.5495667846
628.4284284284,0.0708757007
629.1291291291,0.9466024563
629.8298298298,0.4592298442
630.5305305305,0.7763383166
631.2312312312,0.4673460072
631.9319319319,0.7019763679
632.6326326326,0.5787224087
633.3333333333,0.4821246211
634.0340340340,0.7540275566
634.7347347347,0.5711407843
635.4354354354,0.8661400143
636.1361361361,0.9910896262
636.8368368368,0.2938017681
637.5375375375,0.0375206547
638.2382382382,0.1501136562
638.9389389389,0.5483439015
639.6396396396,0.7581946971
640.3403403403,0.1981505397
641.0410410410,0.1678700412
641.7417417417,0.7583045736
642.4424424424,0.3169828572
643.1431431431,0.9499788491
643.8438438438,0.0572109056
644.5445445445,0.1389167141
645.2452452452,0.6485346635
645.9459459459,0.9245120651
646.6466466466,0.2551570731
647.3473473473,0.8561280104
648.0480480480,0.2283862924
648.7487487487,0.4446090701
649.4494494494,0.8462184562
650.1501501502,0.473004442
650.8508508509,0.3785095112
651.5515515516,0.6420498991
652.2522522523,0.1278516625
652.952952953,0.3041580285
653.6536536537,0.8470920594
654.3543543544,0.7857259884
655.0550550551,0.3723489748
655.7557557558,0.3381768022
656.4564564565,0.2072375164
657.1571571572,0.1717111021
657.8578578579,0.6380551805
658.5585585586,0.1589702561
659.2592592593,0.7115111591
659.95995996,0.1724967887
660.6606606607,0.1191876347
661.3613613614,0.7613798081
662.0620620621,0.0167219339
662.7627627628,0.4802801631
663.4634634635,0.6420482091
664.1641641642,0.8206425133
664.8648648649,0.108849025
665.5655655656,0.7246430218
666.2662662663,0.7033165426
666.966966967,0.8935532007
667.6676676677,0.0994404285
668.3683683684,0.8988870293
669.0690690691,0.2393223103
669.7697697698,0.3662243007
670.4704704705,0.930596103
671.1711711712,0.3642960129
671.8718718719,0.6558907496
672.5725725726,0.207442612
673.2732732733,0.1502577111
673.973973974,0.9089639983
674.6746746747,0.8556967324
675.3753753754,0.3549604808
676.0760760761,0.819024991
676.7767767768,0.6558380391
677.4774774775,0.0317004697
678.1781781782,0.4526175736
678.8788788789,0.2178167145
679.5795795796,0.5467741673
680.2802802803,0.1908042265
680.980980981,0.4907664284
681.6816816817,0.7388340097
682.3823823824,0.7035058795
683.0830830831,0.0530158998
683.7837837838,0.9013813051
684.4844844845,0.6354630503
685.1851851852,0.7868274415
685.8858858859,0.1544585583
686.5865865866,0.0647785274
687.2872872873,0.8515902646
687.987987988,0.5051376439
688.6886886887,0.6655929491
689.3893893894,0.0282281127
690.0900900901,0.3396555412
690.7907907908,0.3511777680
691.4914914915,0.282614781
692.1921921922,0.3324381028
692.8928928929,0.4487282418
693.5935935936,0.2289730102
694.2942942943,0.6308403079
694.994994995,0.1871676688
695.6956956957,0.1176926852
696.3963963964,0.5901000585
697.0970970971,0.1329512101
697.7977977978,0.5509731792
698.4984984985,0.9780921529
699.1991991992,0.8369486334
699.8998998999,0.4970813934
700.6006006006,0.2722687334
701.3013013013,0.2647032187
702.0020020020,0.716863824
702.7027027027,0.9510917292
703.4034034034,0.3577364472
704.1041041041,0.3972518989
704.8048048048,0.6632320764
705.5055055055,0.6971929105
706.2062062062,0.2192017846
706.9069069069,0.4724910898
707.6076076076,0.1160663901
708.3083083083,0.9040666563
709.0090090090,0.4786032163
709.7097097097,0.3224808749
710.4104104104,0.2627498141
711.1111111111,0.7866847851
711.8118118118,0.9846247068
712.5125125125,0.8319078878
713.2132132132,0.7800164686
713.9139139139,0.4185829959
714.6146146146,0.7854148697
715.3153153153,0.5048626697
716.0160160160,0.8810983223
716.7167167167,0.4287013921
717.4174174174,0.6132848161
718.1181181181,0.7440744184
718.8188188188,0.7200244349
719.5195195195,0.7474773902
720.2202202202,0.2551680543
720.9209209209,0.1539089102
721.6216216216,0.2678812019
722.3223223223,0.2847443239
723.0230230230,0.2062090264
723.7237237237,0.8207796273
724.4244244244,0.2023365035
725.1251251251,0.5211508898
725.8258258258,0.4062064874
726.5265265265,0.8735435063
727.2272272272,0.9361950029
727.9279279279,0.1313816546
728.6286286286,0.160412113
729.3293293293,0.0293177580
730.0300300300,0.4537008773
730.7307307307,0.0122985375
731.4314314314,0.0635087279
732.1321321321,0.0618414574
732.8328328328,0.1051344234
733.5335335335,0.8013632598
734.2342342342,0.9584406716
734.9349349349,0.5180649748
735.6356356356,0.4125809117
736.3363363363,0.7948070443
737.0370370370,0.0468634920
737.7377377377,0.0266463063
738.4384384384,0.102334657
739.1391391391,0.4576082851
739.8398398398,0.9521427179
740.5405405405,0.2924939949
741.2412412412,0.5631567452
741.9419419419,0.7170007671
742.6426426426,0.4474087950
743.3433433433,0.5431655916
744.0440440440,0.1832439159
744.7447447447,0.6852030576
745.4454454454,0.5482933432
746.1461461461,0.3143606245
746.8468468468,0.5068062446
747.5475475475,0.5825326912
748.2482482482,0.0167256053
748.9489489489,0.0221802698
749.6496496496,0.9152949843
750.3503503504,0.6461784777
751.0510510511,0.1940564331
751.7517517518,0.0629612106
752.4524524525,0.2216312331
753.1531531532,0.5648150188
753.8538538539,0.5883654358
754.5545545546,0.0933345446
755.2552552553,0.6725918939
755.955955956,0.5477958894
756.6566566567,0.0111710270
757.3573573574,0.1681590736
758.0580580581,0.706240025
758.7587587588,0.76748084
759.4594594595,0.059488805
760.1601601602,0.2735805949
760.8608608609,0.6715916918
761.5615615616,0.9209256343
762.2622622623,0.1468825066
762.962962963,0.8619590115
763.6636636637,0.9540834820
764.3643643644,0.491789352
765.0650650651,0.5991943033
765.7657657658,0.2902853239
766.4664664665,0.8920721136
767.1671671672,0.8902645299
767.8678678679,0.4497458828
768.5685685686,0.2748037257
769.2692692693,0.9782387859
769.96996997,0.4565959101
770.6706706707,0.1939756944
771.3713713714,0.4229426167
772.0720720721,0.3828686636
772.7727727728,0.9701047384
773.4734734735,0.9161915765
774.1741741742,0.7685495839
774.8748748749,0.6276652050
775.5755755756,0.3744186918
776.2762762763,0.1303035230
776.976976977,0.3226346943
777.6776776777,0.6877528124
778.3783783784,0.7188441954
779.0790790791,0.3876819830
779.7797797798,0.3701474716
780.4804804805,0.0859277184
781.1811811812,0.3385364683
781.8818818819,0.0080042456
782.5825825826,0.3561709735
783.2832832833,0.1385835459
783.983983984,0.1720790371
784.6846846847,0.9049686682
785.3853853854,0.6680544665
786.0860860861,0.1760584855
786.7867867868,0.6608945100
787.4874874875,0.9790064515
788.1881881882,0.8773659527
788.8888888889,0.9610895511
789.5895895896,0.6232198578
790.2902902903,0.4606136000
790.990990991,0.5120904119
791.6916916917,0.3269447261
792.3923923924,0.3458294126
793.0930930931,0.5115573137
793.7937937938,0.9342511272
794.4944944945,0.7382295651
795.1951951952,0.1159363629
795.8958958959,0.4271527885
796.5965965966,0.9091038798
797.2972972973,0.5808851513
797.997997998,0.0946055316
798.6986986987,0.9265065698
799.3993993994,0.5365261547
800.1001001001,0.2427620457
800.8008008008,0.3812214210
801.5015015015,0.9602939081
802.2022022022,0.1602248367
802.9029029029,0.3421123219
803.6036036036,0.4808792682
804.3043043043,0.2853447808
805.0050050050,0.0806096466
805.7057057057,0.4050236211
806.4064064064,0.701748549
807.1071071071,0.0913651875
807.8078078078,0.4258740358
808.5085085085,0.1568771249
809.2092092092,0.9206509077
809.9099099099,0.4359791914
810.6106106106,0.1529298873
811.3113113113,0.0843653881
812.0120120120,0.4969530604
812.7127127127,0.3496872892
813.4134134134,0.9434162208
814.1141141141,0.9999742990
814.8148148148,0.6905802162
815.5155155155,0.9638103867
816.2162162162,0.4470379968
816.9169169169,0.2325095246
817.6176176176,0.9565398992
818.3183183183,0.2489785201
819.0190190190,0.6679691615
819.7197197197,0.2258288186
820.4204204204,0.6988644457
821.1211211211,0.1297498926
821.8218218218,0.4444718044
822.5225225225,0.678400577
823.2232232232,0.7549114400
823.9239239239,0.6553760243
824.6246246246,0.1578705437
825.3253253253,0.6398405229
826.0260260260,0.2118601875
826.7267267267,0.1727467674
827.4274274274,0.9052510058
828.1281281281,0.8831421497
828.8288288288,0.917460657
829.5295295295,0.4313539628
830.2302302302,0.9077151628
830.9309309309,0.5441338103
831.6316316316,0.3928505885
832.3323323323,0.5173519513
833.0330330330,0.0850236908
833.7337337337,0.2884423061
834.4344344344,0.3071013852
835.1351351351,0.1193797632
835.8358358358,0.2926388451
836.5365365365,0.8511030406
837.2372372372,0.2457626853
837.9379379379,0.2712949754
838.6386386386,0.4403399887
839.3393393393,0.0696825503
840.0400400400,0.8890413888
840.7407407407,0.6958279327
841.4414414414,0.9835348351
842.1421421421,0.7386233314
842.8428428428,0.4862668492
843.5435435435,0.2897981406
844.2442442442,0.8553972455
844.9449449449,0.8273750356
845.6456456456,0.4880377838
846.3463463463,0.4844520894
847.0470470470,0.5347177276
847.7477477477,0.9563139129
848.4484484484,0.1303000904
849.1491491491,0.0238394752
849.8498498498,0.5595068888
850.5505505506,0.0348610941
851.2512512513,0.0801122713
851.951951952,0.3131359359
852.6526526527,0.0382185533
853.3533533534,0.6346408587
854.0540540541,0.6611483719
854.7547547548,0.2259457061
855.4554554555,0.4930279688
856.1561561562,0.7856457991
856.8568568569,0.6983678069
857.5575575576,0.5338677185
858.2582582583,0.7199268004
858.958958959,0.9145728607
859.6596596597,0.0803555038
860.3603603604,0.3161936729
861.0610610611,0.8578485478
861.7617617618,0.6547444802
862.4624624625,0.3036704779
863.1631631632,0.320945109
863.8638638639,0.1305629534
864.5645645646,0.2702218229
865.2652652653,0.2510062906
865.965965966,0.9800999944
866.6666666667,0.4518010341
867.3673673674,0.0696487420
868.0680680681,0.0803250645
868.7687687688,0.9530350426
869.4694694695,0.3029577846
870.1701701702,0.4656693632
870.8708708709,0.4794237183
871.5715715716,0.7930168945
872.2722722723,0.1973223622
872.972972973,0.8950021016
873.6736736737,0.8886607486
874.3743743744,0.1069461908
875.0750750751,0.0184986619
875.7757757758,0.1350171190
876.4764764765,0.7164678100
877.1771771772,0.9737219031
877.8778778779,0.2792540739
878.5785785786,0.8654799808
879.2792792793,0.5840451108
879.97997998,0.7888568444
880.6806806807,0.7545168476
881.3813813814,0.0873300771
882.0820820821,0.0635681487
882.7827827828,0.2661715334
883.4834834835,0.7780868230
884.1841841842,0.950265543
884.8848848849,0.628664568
885.5855855856,0.3248072244
886.2862862863,0.3437171431
886.986986987,0.2344925721
887.6876876877,0.1108183480
888.3883883884,0.1458348736
889.0890890891,0.5924622931
889.7897897898,0.3467834214
890.4904904905,0.6759041477
891.1911911912,0.3053062233
891.8918918919,0.3294307001
892.5925925926,0.6386447013
893.2932932933,0.9735627692
893.993993994,0.5726923234
894.6946946947,0.3083528164
895.3953953954,0.1165339780
896.0960960961,0.6867826719
896.7967967968,0.702081702
897.4974974975,0.1583013865
898.1981981982,0.6363850099
898.8988988989,0.6433683489
899.5995995996,0.2686461804
900.3003003003,0.2212752872
901.0010010010,0.4733304186
901.7017017017,0.8179639805
902.4024024024,0.7177366753
903.1031031031,0.6235125748
903.8038038038,0.570735508
904.5045045045,0.8201934130
905.2052052052,0.2606473404
905.9059059059,0.4397853025
906.6066066066,0.9977994616
907.3073073073,0.231868054
908.0080080080,0.0561705444
908.7087087087,0.7370988813
909.4094094094,0.1811481330
910.1101101101,0.4348485788
910.8108108108,0.4447613125
911.5115115115,0.0167746107
912.2122122122,0.0010567271
912.9129129129,0.3865382967
913.6136136136,0.7642047631
914.3143143143,0.5124088529
915.0150150150,0.8722063328
915.7157157157,0.7415481788
916.4164164164,0.8974496561
917.1171171171,0.2348799122
917.8178178178,0.3308933594
918.5185185185,0.0233063319
919.2192192192,0.6715214984
919.9199199199,0.5719895113
920.6206206206,0.2141209457
921.3213213213,0.0428376498
922.0220220220,0.8479272785
922.7227227227,0.0328476899
923.4234234234,0.979008112
924.1241241241,0.7633589095
924.8248248248,0.4588041753
925.5255255255,0.9730052072
926.2262262262,0.9363806418
926.9269269269,0.4324545644
927.6276276276,0.2935337867
928.3283283283,0.3660604123
929.0290290290,0.4155429852
929.7297297297,0.1368750975
930.4304304304,0.5089871653
931.1311311311,0.0813444374
931.8318318318,0.8854564456
932.5325325325,0.9188539814
933.2332332332,0.4961999573
933.9339339339,0.3197554469
934.6346346346,0.821237896
935.3353353353,0.427343682
936.0360360360,0.3862580160
936.7367367367,0.3413105022
937.4374374374,0.0584436598
938.1381381381,0.3747318382
938.8388388388,0.1121120569
939.5395395395,0.8479614601
940.2402402402,0.2902364745
940.9409409409,0.6528464005
941.6416416416,0.3607444849
942.3423423423,0.5628299151
943.0430430430,0.0924801642
943.7437437437,0.3991633387
944.4444444444,0.1048019742
945.1451451451,0.0843104188
945.8458458458,0.8036299522
946.5465465465,0.3344881109
947.2472472472,0.5868922363
947.9479479479,0.4758116887
948.6486486486,0.3496923881
949.3493493493,0.0775027152
950.0500500501,0.9489679162
950.7507507508,0.1268881215
951.4514514515,0.6383363685
952.1521521522,0.8665456009
952.8528528529,0.9382676245
953.5535535536,0.8477232577
954.2542542543,0.3113535759
954.954954955,0.6906434203
955.6556556557,0.7465853832
956.3563563564,0.3593037367
957.0570570571,0.2816653931
957.7577577578,0.5825440196
958.4584584585,0.9374386392
959.1591591592,0.8889369481
959.8598598599,0.1959075008
960.5605605606,0.7368660486
961.2612612613,0.9886679177
961.961961962,0.8433436961
962.6626626627,0.8659662911
963.3633633634,0.8803391245
964.0640640641,0.4263423795
964.7647647648,0.5830876021
965.4654654655,0.4642256222
966.1661661662,0.3820762829
966.8668668669,0.711496278
967.5675675676,0.7424476629
968.2682682683,0.9269805451
968.968968969,0.0915130196
969.6696696697,0.6245741832
970.3703703704,0.6322698064
971.0710710711,0.3781880544
971.7717717718,0.2543924532
972.4724724725,0.1803215292
973.1731731732,0.9969739031
973.8738738739,0.1339771715
974.5745745746,0.6475253946
975.2752752753,0.7097504877
975.975975976,0.6120022811
976.6766766767,0.8394280936
977.3773773774,0.1137623844
978.0780780781,0.9575730192
978.7787787788,0.5876801542
979.4794794795,0.1991690317
980.1801801802,0.0795341417
980.8808808809,0.9784724745
981.5815815816,0.0691997997
982.2822822823,0.0576458758
982.982982983,0.8152266306
983.6836836837,0.4075761116
984.3843843844,0.1424264643
985.0850850851,0.3426432735
985.7857857858,0.5797265109
986.4864864865,0.5532534211
987.1871871872,0.2356764990
987.8878878879,0.8652234425
988.5885885886,0.1459377717
989.2892892893,0.1169000847
989.98998999,0.0261671250
990.6906906907,0.2556654542
991.3913913914,0.4244013647
992.0920920921,0.6482752586
992.7927927928,0.5910182188
993.4934934935,0.7148271691
994.1941941942,0.9029043755
994.8948948949,0.7681173454
995.5955955956,0.2786459487
996.2962962963,0.5422526809
996.996996997,0.3466919530
997.6976976977,0.8919463655
998.3983983984,0.4955133196
999.0990990991,0.8633469215
999.7997997998,0.6040985901
1000.5005005005,0.9146867548
1001.2012012012,0.4108212289
1001.9019019019,0.1453143603
1002.6026026026,0.9351857983
1003.3033033033,0.9140416272
1004.0040040040,0.8828507186
1004.7047047047,0.7223438748
1005.4054054054,0.0496629415
1006.1061061061,0.1145912265
1006.8068068068,0.7564602473
1007.5075075075,0.4428105469
1008.2082082082,0.3714161850
1008.9089089089,0.1822773214
1009.6096096096,0.565587072
1010.3103103103,0.128524112
1011.0110110110,0.0635619706
1011.7117117117,0.2859810772
1012.4124124124,0.2267095241
1013.1131131131,0.9385047752
1013.8138138138,0.7276881332
1014.5145145145,0.0087501041
1015.2152152152,0.3122718626
1015.9159159159,0.4469035084
1016.6166166166,0.2942124141
1017.3173173173,0.8274098653
1018.0180180180,0.8542637551
1018.7187187187,0.1026921447
1019.4194194194,0.613104469
1020.1201201201,0.3037574437
1020.8208208208,0.387881583
1021.5215215215,0.3840425853
1022.2222222222,0.0843488440
1022.9229229229,0.3015720879
1023.6236236236,0.0691235752
1024.3243243243,0.7989167546
1025.0250250250,0.9732348971
1025.7257257257,0.3022442338
1026.4264264264,0.8768549214
1027.1271271271,0.7102571198
1027.8278278278,0.0046128549
1028.5285285285,0.2569484441
1029.2292292292,0.3338282277
1029.9299299299,0.6412231786
1030.6306306306,0.2884954523
1031.3313313313,0.1040532113
1032.0320320320,0.4190984565
1032.7327327327,0.2795825068
1033.4334334334,0.1841760146
1034.1341341341,0.4576337051
1034.8348348348,0.862301997
1035.5355355355,0.9282074526
1036.2362362362,0.5071452699
1036.9369369369,0.2654344889
1037.6376376376,0.8592979362
1038.3383383383,0.7396711621
1039.0390390390,0.3044916147
1039.7397397397,0.0362084347
1040.4404404404,0.8807830205
1041.1411411411,0.1839167237
1041.8418418418,0.4174799657
1042.5425425425,0.7715193635
1043.2432432432,0.5404455071
1043.9439439439,0.2307552110
1044.6446446446,0.608189667
1045.3453453453,0.2985990302
1046.0460460460,0.0688019112
1046.7467467467,0.0451059176
1047.4474474474,0.7296524039
1048.1481481481,0.2337970517
1048.8488488488,0.8363052292
1049.5495495495,0.3653683459
1050.2502502503,0.686919164
1050.950950951,0.6558574835
1051.6516516517,0.4001796645
1052.3523523524,0.2722394609
1053.0530530531,0.9352732574
1053.7537537538,0.0391954835
1054.4544544545,0.1702977466
1055.1551551552,0.183637049
1055.8558558559,0.5285763796
1056.5565565566,0.7043226210
1057.2572572573,0.8996397757
1057.957957958,0.035711869
1058.6586586587,0.7029457582
1059.3593593594,0.7272091993
1060.0600600601,0.5333944801
1060.7607607608,0.3027530033
1061.4614614615,0.4671767246
1062.1621621622,0.2800117234
1062.8628628629,0.0925876769
1063.5635635636,0.0030131638
1064.2642642643,0.7058783482
1064.964964965,0.1217562167
1065.6656656657,0.0884180984
1066.3663663664,0.9995961862
1067.0670670671,0.5774198083
1067.7677677678,0.5686560421
1068.4684684685,0.5943284854
1069.1691691692,0.4261995887
1069.8698698699,0.9133714064
1070.5705705706,0.9169855557
1071.2712712713,0.7914720434
1071.971971972,0.2156445183
1072.6726726727,0.1977236975
1073.3733733734,0.4620574135
1074.0740740741,0.9767840538
1074.7747747748,0.3672957806
1075.4754754755,0.5158819200
1076.1761761762,0.4703525152
1076.8768768769,0.8277389473
1077.5775775776,0.5792562017
1078.2782782783,0.1952856066
1078.978978979,0.3311909360
1079.6796796797,0.2895398601
1080.3803803804,0.1549397532
1081.0810810811,0.4505105181
1081.7817817818,0.2416632473
1082.4824824825,0.514323646
1083.1831831832,0.2381894538
1083.8838838839,0.2747459129
1084.5845845846,0.8696920411
1085.2852852853,0.7625506366
1085.985985986,0.5000659152
1086.6866866867,0.3750482103
1087.3873873874,0.9422669775
1088.0880880881,0.3699660171
1088.7887887888,0.2523541185
1089.4894894895,0.7864791802
1090.1901901902,0.6336298096
1090.8908908909,0.0147238429
1091.5915915916,0.7278305362
1092.2922922923,0.2461413317
1092.992992993,0.2081722259
1093.6936936937,0.5632316026
1094.3943943944,0.4395868122
1095.0950950951,0.5066362834
1095.7957957958,0.2873080631
1096.4964964965,0.8604647271
1097.1971971972,0.0080897272
